SalePrice,YearBuilt,YrSold,NumberSold,MonthSold,Size_sqf,Floor,N_Parkinglot_Ground,N_elevators,N_FacilitiesNearBy_PublicOffice,N_FacilitiesNearBy_Hospital,N_FacilitiesNearBy_Dpartmentstore,N_FacilitiesNearBy_Mall,N_FacilitiesNearBy_Park,N_SchoolNearBy_University,N_FacilitiesNearByTotal,N_SchoolNearByTotal
146017,1986,2010,24,2,1131,1,713,27,5,1,1,0,1,1,9,6
115044,1978,2010,32,2,871,8,87,4,3,2,1,1,0,2,7,11
416814,2007,2010,3,2,1643,10,0,16,3,1,2,1,2,2,9,10
194690,2007,2010,3,2,868,5,0,16,3,1,2,1,2,2,9,10
181415,2007,2010,3,2,868,4,0,16,3,1,2,1,2,2,9,10
132743,1986,2010,24,2,1313,1,713,27,5,1,1,0,1,1,9,6
65486,1997,2010,13,3,558,5,82,4,7,1,2,1,1,3,13,7
114159,1997,2010,13,3,914,7,82,4,7,1,2,1,1,3,13,7
115486,1997,2010,13,3,914,10,82,4,7,1,2,1,1,3,13,7
61946,1997,2010,13,3,558,7,82,4,7,1,2,1,1,3,13,7
106194,2009,2010,1,3,910,4,25,5,2,1,0,0,1,1,6,5
168141,2009,2010,1,3,910,5,25,5,2,1,0,0,1,1,6,5
348672,2007,2010,3,3,1444,3,7,5,4,1,2,1,1,1,9,5
371681,2007,2010,3,3,1444,9,7,5,4,1,2,1,1,1,9,5
357522,2007,2010,3,3,1334,21,7,5,4,1,2,1,1,1,9,5
462831,2007,2010,3,3,1690,22,7,5,4,1,2,1,1,1,9,5
448672,2007,2010,3,3,1690,14,7,5,4,1,2,1,1,1,9,5
347787,2007,2010,3,3,1334,12,7,5,4,1,2,1,1,1,9,5
448672,2007,2010,3,3,1690,13,7,5,4,1,2,1,1,1,9,5
46902,1986,2010,24,3,451,5,100,2,5,1,2,1,1,2,11,13
56637,1986,2010,24,3,508,7,100,2,5,1,2,1,1,2,11,13
180088,2006,2010,4,3,818,16,249,11,1,1,0,1,0,2,3,7
141592,2006,2010,4,3,818,17,249,11,1,1,0,1,0,2,3,7
165486,2006,2010,4,3,818,22,249,11,1,1,0,1,0,2,3,7
174336,2006,2010,4,3,818,24,249,11,1,1,0,1,0,2,3,7
131858,1993,2010,17,3,914,5,523,20,6,2,0,1,0,5,14,17
53097,1992,2010,18,3,576,12,200,10,7,1,1,1,1,5,16,17
65044,1992,2010,18,3,576,11,200,10,7,1,1,1,1,5,16,17
110176,1993,2010,17,3,914,3,523,20,6,2,0,1,0,5,14,17
96460,1993,2010,17,3,644,10,523,20,6,2,0,1,0,5,14,17
66371,1992,2010,18,3,640,15,200,10,7,1,1,1,1,5,16,17
92035,1993,2010,17,3,644,6,523,20,6,2,0,1,0,5,14,17
38938,1992,2010,18,3,355,12,200,10,7,1,1,1,1,5,16,17
87610,1993,2010,17,3,644,2,523,20,6,2,0,1,0,5,14,17
63716,1992,2010,18,3,640,2,200,10,7,1,1,1,1,5,16,17
109292,1992,2010,18,3,914,5,142,8,5,1,1,1,0,4,9,14
142920,2005,2010,5,3,743,19,67,0,5,2,0,1,0,4,13,15
161946,2005,2010,5,3,914,4,67,0,5,2,0,1,0,4,13,15
123451,1993,2010,17,3,914,4,523,20,6,2,0,1,0,5,14,17
106194,1992,2010,18,3,914,5,142,8,5,1,1,1,0,4,9,14
215044,2008,2010,2,3,1167,16,197,14,3,1,1,1,1,2,7,9
140707,1992,2010,18,3,1448,14,142,8,5,1,1,1,0,4,9,14
122123,1993,2010,17,3,914,2,523,20,6,2,0,1,0,5,14,17
110619,1992,2010,18,3,914,16,142,8,5,1,1,1,0,4,9,14
77876,1992,2010,18,3,644,4,142,8,5,1,1,1,0,4,9,14
146902,2005,2010,5,3,743,17,67,0,5,2,0,1,0,4,13,15
79646,1992,2010,18,3,644,14,142,8,5,1,1,1,0,4,9,14
132300,2005,2010,5,3,743,23,67,0,5,2,0,1,0,4,13,15
84513,1993,2010,17,3,644,7,523,20,6,2,0,1,0,5,14,17
141592,1986,2010,24,3,1313,2,713,27,5,1,1,0,1,1,9,6
174336,2006,2010,4,3,903,12,123,11,3,1,1,1,0,1,8,11
227433,2007,2010,3,3,868,10,0,16,3,1,2,1,2,2,9,10
130973,1986,2010,24,3,914,5,713,27,5,1,1,0,1,1,9,6
180973,2007,2010,3,3,868,2,0,16,3,1,2,1,2,2,9,10
364601,2007,2010,3,3,1643,30,0,16,3,1,2,1,2,2,9,10
163716,2006,2010,4,4,814,15,111,0,2,1,1,1,0,2,6,9
191150,2006,2010,4,4,910,7,111,0,2,1,1,1,0,2,6,9
55309,1985,2010,25,4,587,5,80,2,5,1,2,1,1,0,12,4
357522,2007,2010,3,4,1334,20,7,5,4,1,2,1,1,1,9,5
448672,2007,2010,3,4,1690,19,7,5,4,1,2,1,1,1,9,5
448672,2007,2010,3,4,1690,11,7,5,4,1,2,1,1,1,9,5
92920,1986,2010,24,4,910,12,100,2,5,1,2,1,1,2,11,13
247787,2006,2010,4,4,1437,4,249,11,1,1,0,1,0,2,3,7
38053,1992,2010,18,4,355,3,200,10,7,1,1,1,1,5,16,17
38938,1992,2010,18,4,355,2,200,10,7,1,1,1,1,5,16,17
62831,1992,2010,18,4,576,11,200,10,7,1,1,1,1,5,16,17
215929,2007,2010,3,4,1394,4,554,10,2,2,2,2,1,2,9,8
82035,1992,2010,18,4,644,18,142,8,5,1,1,1,0,4,9,14
176991,1993,2010,17,4,1451,9,523,20,6,2,0,1,0,5,14,17
38938,1992,2010,18,4,355,7,200,10,7,1,1,1,1,5,16,17
163716,2008,2010,2,4,914,23,197,14,3,1,1,1,1,2,7,9
127433,1993,2010,17,4,914,6,523,20,6,2,0,1,0,5,14,17
110619,1992,2010,18,4,914,8,142,8,5,1,1,1,0,4,9,14
