ID,SalePrice,YearBuilt,YrSold,Size,Floor,N_Parkinglot,N_elevators,N_FacilitiesNearBy,N_FacilitiesNearBy,N_FacilitiesNearBy,N_SchoolNearBy
4721,147761,2013,2016,644,12,930,14,5,1,1,2
4722,149274,2013,2016,644,14,930,14,5,1,1,2
4723,146256,2013,2016,644,10,930,14,5,1,1,2
4724,149274,2013,2016,644,20,930,14,5,1,1,2
4725,103663,2013,2016,426,15,930,14,5,1,1,2
4726,149274,2013,2016,644,15,930,14,5,1,1,2
4727,144752,2013,2016,644,3,930,14,5,1,1,2
4728,146256,2013,2016,644,19,930,14,5,1,1,2
4729,149274,2013,2016,644,10,930,14,5,1,1,2
4730,144752,2013,2016,644,4,930,14,5,1,1,2
4731,147761,2013,2016,644,9,930,14,5,1,1,2
4732,149274,2013,2016,644,7,930,14,5,1,1,2
4733,103663,2013,2016,426,16,930,14,5,1,1,2
4734,146256,2013,2016,644,5,930,14,5,1,1,2
4735,146256,2013,2016,644,9,930,14,5,1,1,2
4736,149274,2013,2016,644,19,930,14,5,1,1,2
4737,150778,2013,2016,644,17,930,14,5,1,1,2
4738,101548,2013,2016,426,6,930,14,5,1,1,2
4739,149274,2013,2016,644,16,930,14,5,1,1,2
4740,140380,2013,2016,644,1,930,14,5,1,1,2
4741,147761,2013,2016,644,13,930,14,5,1,1,2
4742,150778,2013,2016,644,14,930,14,5,1,1,2
4743,103663,2013,2016,426,15,930,14,5,1,1,2
4744,147761,2013,2016,644,9,930,14,5,1,1,2
4745,144752,2013,2016,644,3,930,14,5,1,1,2
4746,146256,2013,2016,644,5,930,14,5,1,1,2
4747,146256,2013,2016,644,10,930,14,5,1,1,2
4748,150778,2013,2016,644,14,930,14,5,1,1,2
4749,146256,2013,2016,644,9,930,14,5,1,1,2
4750,149274,2013,2016,644,11,930,14,5,1,1,2
4751,146256,2013,2016,644,4,930,14,5,1,1,2
4752,147761,2013,2016,644,7,930,14,5,1,1,2
4753,149274,2013,2016,644,20,930,14,5,1,1,2
4754,146256,2013,2016,644,5,930,14,5,1,1,2
4755,144752,2013,2016,644,8,930,14,5,1,1,2
4756,147761,2013,2016,644,7,930,14,5,1,1,2
4757,143238,2013,2016,644,2,930,14,5,1,1,2
4758,146256,2013,2016,644,12,930,14,5,1,1,2
4759,103663,2013,2016,426,20,930,14,5,1,1,2
4760,146256,2013,2016,644,17,930,14,5,1,1,2
4761,144752,2013,2016,644,3,930,14,5,1,1,2
4762,150778,2013,2016,644,20,930,14,5,1,1,2
4763,102601,2013,2016,426,7,930,14,5,1,1,2
4764,147761,2013,2016,644,19,930,14,5,1,1,2
4765,149274,2013,2016,644,12,930,14,5,1,1,2
4766,146256,2013,2016,644,20,930,14,5,1,1,2
4767,143238,2013,2016,644,2,930,14,5,1,1,2
4768,149274,2013,2016,644,9,930,14,5,1,1,2
4769,144752,2013,2016,644,4,930,14,5,1,1,2
4770,149274,2013,2016,644,11,930,14,5,1,1,2
4771,146256,2013,2016,644,4,930,14,5,1,1,2
4772,146256,2013,2016,644,6,930,14,5,1,1,2
4773,144752,2013,2016,644,6,930,14,5,1,1,2
4774,149274,2013,2016,644,16,930,14,5,1,1,2
4775,143238,2013,2016,644,2,930,14,5,1,1,2
4776,149274,2013,2016,644,17,930,14,5,1,1,2
4777,247787,2006,2016,636,8,184,0,2,1,1,2
4778,100000,1986,2016,508,10,18,2,5,1,1,3
4779,276106,2015,2016,644,29,1321,24,1,1,1,1
4780,105840,2014,2016,288,11,108,0,3,1,1,2
4781,168141,1992,2016,644,18,79,8,5,1,1,4
4782,201769,2005,2016,572,4,798,0,5,2,1,4
4783,247787,2014,2016,640,5,1174,20,7,1,1,5
4784,327433,2014,2016,907,5,1174,20,7,1,1,5
4785,374336,1993,2016,1761,1,536,20,6,2,1,5
4786,336283,2005,2016,1184,7,798,0,5,2,1,4
4787,309734,2005,2016,1184,6,798,0,5,2,1,4
4788,376106,2014,2016,914,29,203,12,0,0,0,0
4789,353982,2006,2016,1192,13,181,11,3,1,1,3
4790,299115,2007,2016,868,2,1270,16,3,1,1,2
4791,345132,1986,2016,1377,1,0,27,5,1,0,1
4792,305309,1986,2016,1377,4,0,27,5,1,0,1
4793,166371,1997,2016,644,8,56,4,7,1,1,0
4794,353982,2013,2016,910,24,930,14,5,1,1,2
4795,144752,2013,2016,644,7,930,14,5,1,1,2
4796,140380,2013,2016,644,2,930,14,5,1,1,2
4797,149274,2013,2016,644,10,930,14,5,1,1,2
4798,150778,2013,2016,644,10,930,14,5,1,1,2
4799,147761,2013,2016,644,7,930,14,5,1,1,2
4800,141884,2013,2016,644,3,930,14,5,1,1,2
4801,129203,1985,2016,587,6,76,2,5,1,1,1
4802,53982,2014,2016,135,19,218,0,4,1,0,0
4803,414159,2007,2016,1629,6,605,5,4,1,1,1
4804,353982,2007,2016,1483,4,605,5,4,1,1,1
4805,106194,1986,2016,508,3,18,2,5,1,1,3
4806,314159,2006,2016,914,8,536,11,1,1,1,1
4807,119469,1992,2016,576,1,0,10,7,1,1,5
4808,256637,2014,2016,644,11,1174,20,7,1,1,5
4809,203539,2014,2016,843,14,1174,20,7,1,1,5
4810,80530,1992,2016,355,10,0,10,7,1,1,5
4811,211061,2005,2016,572,10,798,0,5,2,1,4
4812,132743,1992,2016,640,6,0,10,7,1,1,5
4813,131858,1992,2016,640,6,0,10,7,1,1,5
4814,331858,2007,2016,1103,12,524,10,2,2,2,2
4815,292035,2014,2016,843,11,1174,20,7,1,1,5
4816,100000,2014,2016,288,4,108,0,3,1,1,2
4817,104424,2014,2016,281,15,108,0,3,1,1,2
4818,310619,2014,2016,846,14,1174,20,7,1,1,5
4819,168141,1993,2016,644,1,536,20,6,2,1,5
4820,327433,2014,2016,846,13,1174,20,7,1,1,5
4821,210619,2005,2016,572,10,798,0,5,2,1,4
4822,309734,2007,2016,868,4,1270,16,3,1,1,2
4823,278761,2006,2016,903,8,181,11,3,1,1,3
4824,229203,1986,2016,914,6,0,27,5,1,0,1
4825,507079,2007,2016,1387,38,1270,16,3,1,1,2
4826,262831,1986,2016,1313,2,0,27,5,1,0,1
4827,513274,2007,2016,1643,32,1270,16,3,1,1,2
4828,276991,2009,2016,910,17,203,5,2,1,0,1
4829,345132,2013,2016,907,31,930,14,5,1,1,2
4830,353938,2013,2016,910,10,930,14,5,1,1,2
4831,367256,2013,2016,910,20,930,14,5,1,1,2
4832,353982,2013,2016,907,28,930,14,5,1,1,2
4833,364601,2013,2016,910,20,930,14,5,1,1,2
4834,252212,2006,2016,811,3,184,0,2,1,1,2
4835,300884,2006,2016,910,19,184,0,2,1,1,2
4836,280530,2006,2016,814,17,184,0,2,1,1,2
4837,261061,2006,2016,814,3,184,0,2,1,1,2
4838,115044,1985,2016,587,7,76,2,5,1,1,1
4839,53274,2014,2016,135,14,218,0,4,1,0,0
4840,53982,2014,2016,135,12,218,0,4,1,0,0
4841,56637,2014,2016,135,18,218,0,4,1,0,0
4842,60176,2014,2016,156,13,218,0,4,1,0,0
4843,384955,2007,2016,1483,5,605,5,4,1,1,1
4844,446902,2007,2016,1690,13,605,5,4,1,1,1
4845,97345,1986,2016,508,8,18,2,5,1,1,3
4846,185840,1986,2016,910,5,18,2,5,1,1,3
4847,119469,1986,2016,547,4,18,2,5,1,1,3
4848,310176,2014,2016,843,7,1174,20,7,1,1,5
4849,374336,2014,2016,1092,5,1174,20,7,1,1,5
4850,206637,2005,2016,572,11,798,0,5,2,1,4
4851,99115,2014,2016,288,7,108,0,3,1,1,2
4852,230088,1993,2016,914,23,536,20,6,2,1,5
4853,307964,2014,2016,843,6,1174,20,7,1,1,5
4854,169026,1993,2016,644,1,536,20,6,2,1,5
4855,305309,2014,2016,843,19,1174,20,7,1,1,5
4856,309734,1993,2016,1761,13,536,20,6,2,1,5
4857,238938,1993,2016,914,14,536,20,6,2,1,5
4858,130973,1992,2016,640,11,0,10,7,1,1,5
4859,289380,2005,2016,914,22,798,0,5,2,1,4
4860,345132,1993,2016,1761,7,536,20,6,2,1,5
4861,107964,2014,2016,288,13,108,0,3,1,1,2
4862,402654,2007,2016,1366,17,524,10,2,2,2,2
4863,140707,1992,2016,644,7,0,10,7,1,1,5
4864,243362,2014,2016,640,9,1174,20,7,1,1,5
4865,250442,1992,2016,1448,14,79,8,5,1,1,4
4866,123893,1992,2016,576,14,0,10,7,1,1,5
4867,451327,2014,2016,1252,8,203,12,0,0,0,0
4868,84070,2014,2016,288,2,108,0,3,1,1,2
4869,361061,2007,2016,868,16,1270,16,3,1,1,2
4870,460176,2007,2016,1643,35,1270,16,3,1,1,2
4871,336283,1986,2016,1377,12,0,27,5,1,0,1
4872,486725,2007,2016,1643,31,1270,16,3,1,1,2
4873,311504,2007,2016,868,4,1270,16,3,1,1,2
4874,274336,2006,2016,903,8,181,11,3,1,1,3
4875,260176,2015,2016,644,5,400,10,3,2,1,3
4876,480530,2007,2016,1387,35,1270,16,3,1,1,2
4877,338938,2007,2016,868,24,1270,16,3,1,1,2
4878,148672,1997,2016,644,7,56,4,7,1,1,0
4879,362831,2013,2016,910,33,930,14,5,1,1,2
4880,107964,2013,2016,426,14,930,14,5,1,1,2
4881,350442,2013,2016,910,8,930,14,5,1,1,2
4882,336283,2013,2016,907,11,930,14,5,1,1,2
4883,422123,2007,2016,1629,9,605,5,4,1,1,1
4884,169911,1986,2016,793,17,18,2,5,1,1,3
4885,221238,1992,2016,914,5,79,8,5,1,1,4
4886,265486,2008,2016,829,4,475,14,3,1,1,2
4887,330088,2007,2016,1103,20,524,10,2,2,2,2
4888,72566,1992,2016,355,10,0,10,7,1,1,5
4889,110619,2014,2016,288,12,108,0,3,1,1,2
4890,111504,2014,2016,288,14,108,0,3,1,1,2
4891,371681,2014,2016,1092,7,1174,20,7,1,1,5
4892,81415,1992,2016,355,14,0,10,7,1,1,5
4893,190265,1993,2016,644,5,536,20,6,2,1,5
4894,242477,2005,2016,743,14,798,0,5,2,1,4
4895,190265,2005,2016,572,3,798,0,5,2,1,4
4896,101769,2014,2016,288,5,108,0,3,1,1,2
4897,334513,2014,2016,910,17,1174,20,7,1,1,5
4898,292035,2008,2016,829,22,475,14,3,1,1,2
4899,265486,2014,2016,914,23,203,12,0,0,0,0
4900,237168,1993,2016,914,9,536,20,6,2,1,5
4901,279646,2005,2016,914,15,798,0,5,2,1,4
4902,300884,2007,2016,1103,16,524,10,2,2,2,2
4903,309734,2008,2016,914,11,475,14,3,1,1,2
4904,314159,1993,2016,1451,12,536,20,6,2,1,5
4905,253982,2014,2016,644,12,1174,20,7,1,1,5
4906,300884,2014,2016,843,20,1174,20,7,1,1,5
4907,265486,1986,2016,1131,5,0,27,5,1,0,1
4908,460176,2007,2016,1519,8,1270,16,3,1,1,2
4909,364601,2006,2016,1192,13,181,11,3,1,1,3
4910,330088,2007,2016,868,24,1270,16,3,1,1,2
4911,225663,1986,2016,1131,12,0,27,5,1,0,1
4912,271681,2006,2016,903,12,181,11,3,1,1,3
4913,138053,1997,2016,558,2,56,4,7,1,1,0
4914,342477,2013,2016,907,14,930,14,5,1,1,2
4915,336283,2015,2016,910,3,1321,24,1,1,1,1
4916,327433,2014,2016,914,20,1174,20,7,1,1,5
4917,331858,2014,2016,910,16,1174,20,7,1,1,5
4918,246017,2014,2016,640,9,1174,20,7,1,1,5
4919,353982,2014,2016,914,5,203,12,0,0,0,0
4920,194690,1993,2016,914,13,536,20,6,2,1,5
4921,373451,1993,2016,1761,9,536,20,6,2,1,5
4922,361946,2014,2016,914,16,203,12,0,0,0,0
4923,195575,2005,2016,572,4,798,0,5,2,1,4
4924,376106,2014,2016,914,21,203,12,0,0,0,0
4925,185840,2005,2016,572,1,798,0,5,2,1,4
4926,184955,1993,2016,644,16,536,20,6,2,1,5
4927,371681,2014,2016,914,24,203,12,0,0,0,0
4928,241592,2005,2016,743,17,798,0,5,2,1,4
4929,362831,2014,2016,914,20,203,12,0,0,0,0
4930,451327,2014,2016,1252,14,203,12,0,0,0,0
4931,201769,2005,2016,572,5,798,0,5,2,1,4
4932,323008,2008,2016,914,14,475,14,3,1,1,2
4933,307079,2014,2016,846,15,1174,20,7,1,1,5
4934,285398,1986,2016,1313,3,0,27,5,1,0,1
4935,274336,2006,2016,903,9,181,11,3,1,1,3
4936,438053,2007,2016,1643,13,1270,16,3,1,1,2
4937,451327,2007,2016,1643,24,1270,16,3,1,1,2
4938,268141,1986,2016,1131,9,0,27,5,1,0,1
4939,504424,2007,2016,1928,22,1270,16,3,1,1,2
4940,283185,2009,2016,910,16,203,5,2,1,0,1
4941,344247,2013,2016,910,10,930,14,5,1,1,2
4942,358407,2013,2016,910,17,930,14,5,1,1,2
4943,346902,2013,2016,910,12,930,14,5,1,1,2
4944,283185,2006,2016,910,14,184,0,2,1,1,2
4945,292035,2006,2016,910,8,184,0,2,1,1,2
4946,236725,2006,2016,636,6,184,0,2,1,1,2
4947,296460,2006,2016,910,7,184,0,2,1,1,2
4948,62831,2014,2016,156,14,218,0,4,1,0,0
4949,55752,2014,2016,135,12,218,0,4,1,0,0
4950,55752,2014,2016,135,19,218,0,4,1,0,0
4951,362831,2007,2016,1273,10,605,5,4,1,1,1
4952,398230,2007,2016,1483,16,605,5,4,1,1,1
4953,97345,1986,2016,508,7,18,2,5,1,1,3
4954,175221,1986,2016,910,14,18,2,5,1,1,3
4955,458407,2006,2016,2056,8,536,11,1,1,1,1
4956,269911,2005,2016,914,22,798,0,5,2,1,4
4957,221238,1993,2016,914,3,536,20,6,2,1,5
4958,313274,2014,2016,843,26,1174,20,7,1,1,5
4959,158849,1992,2016,644,17,79,8,5,1,1,4
4960,283185,2005,2016,914,8,798,0,5,2,1,4
4961,340707,2008,2016,914,10,475,14,3,1,1,2
4962,389380,2007,2016,1419,23,524,10,2,2,2,2
4963,175221,1993,2016,644,17,536,20,6,2,1,5
4964,239823,2005,2016,743,17,798,0,5,2,1,4
4965,239823,2005,2016,743,12,798,0,5,2,1,4
4966,181415,1993,2016,644,18,536,20,6,2,1,5
4967,94690,1992,2016,355,8,0,10,7,1,1,5
4968,309734,2014,2016,843,25,1174,20,7,1,1,5
4969,242477,2014,2016,640,30,1174,20,7,1,1,5
4970,336283,1993,2016,1451,8,536,20,6,2,1,5
4971,381415,2007,2016,1366,10,524,10,2,2,2,2
4972,261061,2006,2016,903,9,181,11,3,1,1,3
4973,349557,2007,2016,868,20,1270,16,3,1,1,2
4974,327433,1986,2016,1377,7,0,27,5,1,0,1
4975,458407,2007,2016,1519,12,1270,16,3,1,1,2
4976,336283,2015,2016,914,23,400,10,3,2,1,3
4977,254867,2015,2016,644,11,400,10,3,2,1,3
4978,172566,1997,2016,644,9,56,4,7,1,1,0
4979,345132,2013,2016,910,21,930,14,5,1,1,2
4980,150778,2013,2016,644,15,930,14,5,1,1,2
4981,149274,2013,2016,644,10,930,14,5,1,1,2
4982,338938,2013,2016,907,8,930,14,5,1,1,2
4983,274336,2006,2016,811,17,184,0,2,1,1,2
4984,55309,2014,2016,135,18,218,0,4,1,0,0
4985,389380,2007,2016,1334,23,605,5,4,1,1,1
4986,438053,2007,2016,1629,10,605,5,4,1,1,1
4987,469026,2007,2016,1690,14,605,5,4,1,1,1
4988,269026,2015,2016,644,20,1321,24,1,1,1,1
4989,308849,2006,2016,914,14,536,11,1,1,1,1
4990,396460,2006,2016,1412,2,536,11,1,1,1,1
4991,291150,2006,2016,818,12,536,11,1,1,1,1
4992,446902,2014,2016,1252,12,203,12,0,0,0,0
4993,325663,2014,2016,843,27,1174,20,7,1,1,5
4994,235398,2005,2016,743,5,798,0,5,2,1,4
4995,79646,1992,2016,355,13,0,10,7,1,1,5
4996,159292,1992,2016,644,8,79,8,5,1,1,4
4997,119469,1992,2016,640,1,0,10,7,1,1,5
4998,367256,2014,2016,914,26,203,12,0,0,0,0
4999,362831,2014,2016,914,4,203,12,0,0,0,0
5000,314159,2014,2016,846,24,1174,20,7,1,1,5
5001,245575,2005,2016,743,19,798,0,5,2,1,4
5002,206637,2005,2016,572,11,798,0,5,2,1,4
5003,287610,2007,2016,914,31,524,10,2,2,2,2
5004,371681,2014,2016,914,27,203,12,0,0,0,0
5005,374336,2007,2016,1394,5,524,10,2,2,2,2
5006,255752,2014,2016,644,15,1174,20,7,1,1,5
5007,429203,2014,2016,1291,2,1174,20,7,1,1,5
5008,119469,1992,2016,576,5,0,10,7,1,1,5
5009,207964,2005,2016,572,20,798,0,5,2,1,4
5010,244247,2014,2016,640,20,1174,20,7,1,1,5
5011,252212,2014,2016,640,6,1174,20,7,1,1,5
5012,168141,1993,2016,644,3,536,20,6,2,1,5
5013,344247,2014,2016,914,20,203,12,0,0,0,0
5014,172566,1993,2016,644,11,536,20,6,2,1,5
5015,329203,2014,2016,914,9,1174,20,7,1,1,5
5016,247787,2014,2016,640,14,1174,20,7,1,1,5
5017,242477,2005,2016,743,9,798,0,5,2,1,4
5018,330088,2014,2016,914,18,1174,20,7,1,1,5
5019,119469,1992,2016,576,14,0,10,7,1,1,5
5020,530973,2007,2016,1519,28,1270,16,3,1,1,2
5021,309734,2007,2016,868,15,1270,16,3,1,1,2
5022,529203,2007,2016,1643,41,1270,16,3,1,1,2
5023,326548,2007,2016,868,12,1270,16,3,1,1,2
5024,438053,2007,2016,1387,2,1270,16,3,1,1,2
5025,331858,2007,2016,868,7,1270,16,3,1,1,2
5026,273893,2009,2016,910,7,203,5,2,1,0,1
5027,352212,2013,2016,907,15,930,14,5,1,1,2
5028,304424,2006,2016,910,20,184,0,2,1,1,2
5029,123008,1985,2016,587,5,76,2,5,1,1,1
5030,54867,2014,2016,135,19,218,0,4,1,0,0
5031,60176,2014,2016,160,19,218,0,4,1,0,0
5032,55752,2014,2016,135,14,218,0,4,1,0,0
5033,238938,2014,2016,640,17,1174,20,7,1,1,5
5034,230088,1993,2016,914,19,536,20,6,2,1,5
5035,323008,2005,2016,1184,13,798,0,5,2,1,4
5036,108407,2014,2016,288,12,108,0,3,1,1,2
5037,464601,2014,2016,1291,8,1174,20,7,1,1,5
5038,333628,2014,2016,910,27,1174,20,7,1,1,5
5039,287610,2008,2016,829,18,475,14,3,1,1,2
5040,326548,2014,2016,914,6,1174,20,7,1,1,5
5041,332743,2014,2016,914,8,1174,20,7,1,1,5
5042,240265,2014,2016,640,5,1174,20,7,1,1,5
5043,362831,2014,2016,914,26,203,12,0,0,0,0
5044,224336,2005,2016,743,2,798,0,5,2,1,4
5045,176991,1993,2016,644,19,536,20,6,2,1,5
5046,318584,2008,2016,914,11,475,14,3,1,1,2
5047,247787,2014,2016,644,7,1174,20,7,1,1,5
5048,168141,1993,2016,644,1,536,20,6,2,1,5
5049,327433,2007,2016,1103,8,524,10,2,2,2,2
5050,346017,2014,2016,910,9,1174,20,7,1,1,5
5051,371681,2007,2016,1394,20,524,10,2,2,2,2
5052,196902,2005,2016,572,4,798,0,5,2,1,4
5053,242035,2014,2016,640,7,1174,20,7,1,1,5
5054,269911,2005,2016,914,7,798,0,5,2,1,4
5055,343362,2014,2016,914,13,203,12,0,0,0,0
5056,210619,2005,2016,572,19,798,0,5,2,1,4
5057,262831,2014,2016,640,21,1174,20,7,1,1,5
5058,277876,2005,2016,914,16,798,0,5,2,1,4
5059,262831,2014,2016,644,17,1174,20,7,1,1,5
5060,241592,2014,2016,640,30,1174,20,7,1,1,5
5061,256637,2014,2016,640,7,1174,20,7,1,1,5
5062,119469,1992,2016,640,1,0,10,7,1,1,5
5063,343362,2014,2016,910,23,1174,20,7,1,1,5
5064,191150,2015,2016,644,13,400,10,3,2,1,3
5065,330973,2007,2016,868,5,1270,16,3,1,1,2
5066,221238,1978,2016,903,11,0,4,3,2,1,3
5067,446902,2007,2016,1387,21,1270,16,3,1,1,2
5068,265486,2006,2016,903,1,181,11,3,1,1,3
5069,427876,2007,2016,1387,6,1270,16,3,1,1,2
5070,265486,1986,2016,1131,8,0,27,5,1,0,1
5071,218584,1978,2016,903,10,0,4,3,2,1,3
5072,256637,2006,2016,857,11,181,11,3,1,1,3
5073,303539,2015,2016,832,19,400,10,3,2,1,3
5074,269911,1986,2016,1131,7,0,27,5,1,0,1
5075,106194,1997,2016,430,5,56,4,7,1,1,0
5076,283185,2009,2016,910,10,203,5,2,1,0,1
5077,258407,2009,2016,910,3,203,5,2,1,0,1
5078,358407,2013,2016,907,28,930,14,5,1,1,2
5079,358407,2013,2016,910,9,930,14,5,1,1,2
5080,366371,2013,2016,910,7,930,14,5,1,1,2
5081,243362,2006,2016,636,6,184,0,2,1,1,2
5082,59911,2014,2016,156,17,218,0,4,1,0,0
5083,55663,2014,2016,135,13,218,0,4,1,0,0
5084,464601,2007,2016,1690,10,605,5,4,1,1,1
5085,371681,2007,2016,1273,7,605,5,4,1,1,1
5086,274336,2006,2016,818,24,536,11,1,1,1,1
5087,292035,2015,2016,644,18,1321,24,1,1,1,1
5088,181415,1993,2016,644,21,536,20,6,2,1,5
5089,243362,2014,2016,640,9,1174,20,7,1,1,5
5090,236283,2005,2016,743,3,798,0,5,2,1,4
5091,338053,2014,2016,914,9,1174,20,7,1,1,5
5092,345132,2014,2016,914,21,1174,20,7,1,1,5
5093,340707,2014,2016,914,11,1174,20,7,1,1,5
5094,414159,2014,2016,1092,21,1174,20,7,1,1,5
5095,65486,1992,2016,355,1,0,10,7,1,1,5
5096,342477,2014,2016,914,6,203,12,0,0,0,0
5097,284955,2014,2016,846,2,1174,20,7,1,1,5
5098,340707,2014,2016,914,7,203,12,0,0,0,0
5099,352212,1993,2016,1761,21,536,20,6,2,1,5
5100,179646,1993,2016,644,8,536,20,6,2,1,5
5101,361061,2014,2016,914,18,203,12,0,0,0,0
5102,309734,2014,2016,910,3,1174,20,7,1,1,5
5103,119469,1992,2016,576,7,0,10,7,1,1,5
5104,265486,2014,2016,644,9,1174,20,7,1,1,5
5105,265486,2008,2016,829,2,475,14,3,1,1,2
5106,129203,1992,2016,640,10,0,10,7,1,1,5
5107,125221,1992,2016,576,4,0,10,7,1,1,5
5108,336283,2014,2016,907,29,1174,20,7,1,1,5
5109,81415,1992,2016,355,6,0,10,7,1,1,5
5110,380530,2008,2016,1167,18,475,14,3,1,1,2
5111,367256,2014,2016,914,4,203,12,0,0,0,0
5112,321238,2014,2016,846,29,1174,20,7,1,1,5
5113,280530,2005,2016,914,23,798,0,5,2,1,4
5114,309292,2014,2016,914,3,1174,20,7,1,1,5
5115,259292,2014,2016,640,7,1174,20,7,1,1,5
5116,252654,2006,2016,903,3,181,11,3,1,1,3
5117,438053,2007,2016,1387,9,1270,16,3,1,1,2
5118,340707,2007,2016,868,13,1270,16,3,1,1,2
5119,339823,2007,2016,868,12,1270,16,3,1,1,2
5120,353982,1986,2016,1377,10,0,27,5,1,0,1
5121,331858,2007,2016,868,5,1270,16,3,1,1,2
5122,526548,2007,2016,1519,25,1270,16,3,1,1,2
5123,331858,2007,2016,868,17,1270,16,3,1,1,2
5124,469026,2007,2016,1643,17,1270,16,3,1,1,2
5125,469026,2007,2016,1643,28,1270,16,3,1,1,2
5126,274336,1986,2016,1131,5,0,27,5,1,0,1
5127,307079,1986,2016,1377,2,0,27,5,1,0,1
5128,361061,2009,2016,1160,13,203,5,2,1,0,1
5129,353982,2013,2016,910,18,930,14,5,1,1,2
5130,171681,2003,2016,907,4,56,4,7,1,1,0
5131,318584,2006,2016,910,15,184,0,2,1,1,2
5132,296460,2006,2016,910,7,184,0,2,1,1,2
5133,131415,1985,2016,587,8,76,2,5,1,1,1
5134,486725,2006,2016,2056,11,536,11,1,1,1,1
5135,442477,2006,2016,1412,18,536,11,1,1,1,1
5136,460176,2006,2016,2056,9,536,11,1,1,1,1
5137,424778,2006,2016,1437,21,536,11,1,1,1,1
5138,283185,2006,2016,818,16,536,11,1,1,1,1
5139,169026,1993,2016,644,13,536,20,6,2,1,5
5140,250442,2014,2016,640,29,1174,20,7,1,1,5
5141,236725,1993,2016,914,4,536,20,6,2,1,5
5142,451327,2014,2016,1252,6,203,12,0,0,0,0
5143,349557,2014,2016,914,5,203,12,0,0,0,0
5144,243362,2005,2016,743,10,798,0,5,2,1,4
5145,344247,2014,2016,914,10,1174,20,7,1,1,5
5146,334955,2014,2016,910,5,1174,20,7,1,1,5
5147,317699,2014,2016,907,6,1174,20,7,1,1,5
5148,206637,2005,2016,572,11,798,0,5,2,1,4
5149,378761,2014,2016,914,15,203,12,0,0,0,0
5150,353982,2014,2016,910,15,1174,20,7,1,1,5
5151,345132,2014,2016,914,26,1174,20,7,1,1,5
5152,207079,2005,2016,572,5,798,0,5,2,1,4
5153,415929,2014,2016,1092,22,1174,20,7,1,1,5
5154,292035,2008,2016,829,13,475,14,3,1,1,2
5155,318584,2008,2016,914,19,475,14,3,1,1,2
5156,272566,2014,2016,644,13,1174,20,7,1,1,5
5157,171681,1993,2016,644,16,536,20,6,2,1,5
5158,172566,1993,2016,644,19,536,20,6,2,1,5
5159,376106,2007,2016,1394,12,524,10,2,2,2,2
5160,315044,2014,2016,843,9,1174,20,7,1,1,5
5161,108849,2014,2016,288,13,108,0,3,1,1,2
5162,265486,2005,2016,914,21,798,0,5,2,1,4
5163,276991,2005,2016,914,12,798,0,5,2,1,4
5164,345132,2014,2016,914,15,1174,20,7,1,1,5
5165,283185,2005,2016,914,22,798,0,5,2,1,4
5166,272566,2005,2016,914,12,798,0,5,2,1,4
5167,264601,2014,2016,644,3,1174,20,7,1,1,5
5168,349557,2014,2016,910,21,1174,20,7,1,1,5
5169,383185,2008,2016,1167,18,475,14,3,1,1,2
5170,172566,1993,2016,644,3,536,20,6,2,1,5
5171,107079,2014,2016,288,10,108,0,3,1,1,2
5172,212389,1993,2016,914,10,536,20,6,2,1,5
5173,358407,2014,2016,914,19,203,12,0,0,0,0
5174,326548,2008,2016,914,8,475,14,3,1,1,2
5175,436283,2007,2016,1387,3,1270,16,3,1,1,2
5176,327433,2007,2016,868,9,1270,16,3,1,1,2
5177,248672,2006,2016,903,6,181,11,3,1,1,3
5178,522123,2007,2016,1928,24,1270,16,3,1,1,2
5179,255752,2006,2016,903,4,181,11,3,1,1,3
5180,247787,2006,2016,903,4,181,11,3,1,1,3
5181,429203,2007,2016,1387,4,1270,16,3,1,1,2
5182,350442,2007,2016,868,13,1270,16,3,1,1,2
5183,469026,2007,2016,1519,8,1270,16,3,1,1,2
5184,272123,1986,2016,1131,5,0,27,5,1,0,1
5185,278761,2015,2016,644,13,400,10,3,2,1,3
5186,223008,1978,2016,903,7,0,4,3,2,1,3
5187,237168,1986,2016,914,10,0,27,5,1,0,1
5188,222123,1978,2016,903,12,0,4,3,2,1,3
5189,331858,2007,2016,868,2,1270,16,3,1,1,2
5190,212389,1978,2016,903,1,0,4,3,2,1,3
5191,269026,2009,2016,910,4,203,5,2,1,0,1
5192,274336,2009,2016,910,2,203,5,2,1,0,1
5193,282300,2009,2016,914,7,203,5,2,1,0,1
5194,269911,2009,2016,910,4,203,5,2,1,0,1
5195,369026,2013,2016,907,10,930,14,5,1,1,2
5196,371681,2013,2016,910,12,930,14,5,1,1,2
5197,352212,2013,2016,910,4,930,14,5,1,1,2
5198,377876,2013,2016,910,9,930,14,5,1,1,2
5199,353982,2013,2016,910,2,930,14,5,1,1,2
5200,73451,1985,2016,498,4,76,2,5,1,1,1
5201,115044,1985,2016,587,5,76,2,5,1,1,1
5202,60176,2014,2016,156,17,218,0,4,1,0,0
5203,455752,2007,2016,1690,5,605,5,4,1,1,1
5204,394690,2015,2016,910,13,1321,24,1,1,1,1
5205,287610,2006,2016,818,21,536,11,1,1,1,1
5206,289380,2006,2016,818,17,536,11,1,1,1,1
5207,265486,2006,2016,818,3,536,11,1,1,1,1
5208,256637,2015,2016,644,22,1321,24,1,1,1,1
5209,269911,2015,2016,644,8,1321,24,1,1,1,1
